,OrderID,CustomerName,Product,Quantity,UnitPrice,OrderDate,ShippingCost,CustomerID,CustomerEmail,Country,Membership,SignUpDate,LastOrderDate,TotalSpent,Customer Communication Log
10,6,Sarah Anderson,Bike,1,158.9615973859284,2023-01-06,88.44120830811086,508,dealhunter3574@eshop.com,Germany,Premium,2023-05-23,2024-05-22,5710.347802903184,2022-09-17: Feedback about product availability
11,7,Sarah Hernandez,Book,2,964.3012155591049,2023-01-07,38.64595451485703,723,shopper2170@shopworld.com,UK,Premium,2023-12-24,2024-12-23,6206.628183165217,2022-01-09: Request about delayed delivery; 2022-01-31: Complaint about payment issues; 2022-01-23: Complaint for more information on a product
12,672,Jennifer Brown,Shirt,4,16.33237226928227,2024-11-02,53.59036105219253,723,shopper2170@shopworld.com,UK,Premium,2023-12-24,2024-12-23,6206.628183165217,2022-01-09: Request about delayed delivery; 2022-01-31: Complaint about payment issues; 2022-01-23: Complaint for more information on a product
13,8,Barbara Gonzalez,Shirt,1,499.92510337981975,2023-01-08,17.56692194935704,477,marketfan9503@bestdeals.com,USA,Premium,2023-04-22,2024-04-21,2381.526600847497,2022-03-26: Request about payment issues; 2022-09-03: Request about membership benefits
14,175,Linda Martin,Book,3,627.7432232858321,2023-06-24,15.86900851720572,477,marketfan9503@bestdeals.com,USA,Premium,2023-04-22,2024-04-21,2381.526600847497,2022-03-26: Request about payment issues; 2022-09-03: Request about membership benefits
15,9,Karen Johnson,Laptop,4,195.2516233871704,2023-01-09,85.80824077300524,390,buyer3344@buyeasy.com,Australia,Standard,2023-01-25,2024-01-25,4088.777195131223,2022-09-11: Feedback for more information on a product
16,58,Susan Davis,Book,3,547.58044015115,2023-02-27,47.93812949700524,390,buyer3344@buyeasy.com,Australia,Standard,2023-01-25,2024-01-25,4088.777195131223,2022-09-11: Feedback for more information on a product
17,909,John Garcia,Book,1,10.15975064912306,2025-06-27,61.48472891377231,390,buyer3344@buyeasy.com,Australia,Standard,2023-01-25,2024-01-25,4088.777195131223,2022-09-11: Feedback for more information on a product
18,10,Susan Taylor,Bike,3,806.163590747846,2023-01-10,82.7316151158525,20,shopper1299@buyeasy.com,Germany,Premium,2022-01-20,2023-01-20,5891.292901089322,2022-07-23: Inquiry about product availability; 2022-12-16: Inquiry about delayed delivery; 2022-08-11: Inquiry regarding order status
19,397,Karen Martinez,Bike,1,217.928682318776,2024-02-01,82.08122403351754,20,shopper1299@buyeasy.com,Germany,Premium,2022-01-20,2023-01-20,5891.292901089322,2022-07-23: Inquiry about product availability; 2022-12-16: Inquiry about delayed delivery; 2022-08-11: Inquiry regarding order status
20,436,Susan Brown,Bike,1,314.1992305073664,2024-03-11,23.00201453731401,20,shopper1299@buyeasy.com,Germany,Premium,2022-01-20,2023-01-20,5891.292901089322,2022-07-23: Inquiry about product availability; 2022-12-16: Inquiry about delayed delivery; 2022-08-11: Inquiry regarding order status
21,494,Linda Davis,Book,4,570.480907867134,2024-05-08,81.05962895953562,20,shopper1299@buyeasy.com,Germany,Premium,2022-01-20,2023-01-20,5891.292901089322,2022-07-23: Inquiry about product availability; 2022-12-16: Inquiry about delayed delivery; 2022-08-11: Inquiry regarding order status
22,11,Barbara Garcia,Bike,4,499.92510337981975,2023-01-11,80.93016071948462,709,shopper500@buyeasy.com,Australia,Premium,2023-12-10,2024-12-09,5071.977420827704,2022-12-20: Complaint regarding order status; 2022-05-18: Inquiry about membership benefits; 2022-08-16: Request about product availability
23,78,Barbara Anderson,Toy,2,198.6050118500881,2023-03-19,70.53655084683633,709,shopper500@buyeasy.com,Australia,Premium,2023-12-10,2024-12-09,5071.977420827704,2022-12-20: Complaint regarding order status; 2022-05-18: Inquiry about membership benefits; 2022-08-16: Request about product availability
24,12,Michael Jones,Toy,4,820.1266552535834,2023-01-12,48.21598047122915,487,buyer4485@eshop.com,Germany,VIP,2023-05-02,2024-05-01,9499.49590382826,2022-10-01: Request regarding order status; 2022-01-09: Feedback about membership benefits
25,104,Sarah Johnson,Shirt,1,815.011062921021,2023-04-14,14.94079250753527,487,buyer4485@eshop.com,Germany,VIP,2023-05-02,2024-05-01,9499.49590382826,2022-10-01: Request regarding order status; 2022-01-09: Feedback about membership benefits
26,383,Elizabeth Wilson,Shirt,2,550.1868544558969,2024-01-18,32.80087060324303,487,buyer4485@eshop.com,Germany,VIP,2023-05-02,2024-05-01,9499.49590382826,2022-10-01: Request regarding order status; 2022-01-09: Feedback about membership benefits
27,13,Thomas Rodriguez,Book,2,55.44206644492066,2023-01-13,98.37507111785357,566,buyer5874@eshop.com,Australia,Premium,2023-07-20,2024-07-19,7423.870462160147,2022-11-11: Inquiry about membership benefits
28,420,Joseph Rodriguez,Laptop,2,351.7777124454308,2024-02-24,74.15939234461297,566,buyer5874@eshop.com,Australia,Premium,2023-07-20,2024-07-19,7423.870462160147,2022-11-11: Inquiry about membership benefits
29,14,Charles Martinez,Laptop,1,530.2165880030938,2023-01-14,31.6863565712451,380,buyer2499@buyeasy.com,Australia,Standard,2023-01-15,2024-01-15,757.3489270538622,2022-09-19: Complaint about delayed delivery; 2022-06-08: Complaint about membership benefits; 2022-12-29: Feedback about payment issues
30,427,Susan Martinez,Bike,3,146.3331647414604,2024-03-02,29.50831268333171,380,buyer2499@buyeasy.com,Australia,Standard,2023-01-15,2024-01-15,757.3489270538622,2022-09-19: Complaint about delayed delivery; 2022-06-08: Complaint about membership benefits; 2022-12-29: Feedback about payment issues
31,567,Karen Thomas,Shirt,2,966.6081703738511,2024-07-20,36.44449981347686,380,buyer2499@buyeasy.com,Australia,Standard,2023-01-15,2024-01-15,757.3489270538622,2022-09-19: Complaint about delayed delivery; 2022-06-08: Complaint about membership benefits; 2022-12-29: Feedback about payment issues
32,15,Elizabeth Thomas,Laptop,2,220.149697340792,2023-01-15,29.66514826637297,305,shopper3440@bestdeals.com,UK,Standard,2022-11-01,2023-11-01,7574.964358739728,2022-01-27: Request for more information on a product
33,501,Linda Miller,Shirt,2,298.6543316660495,2024-05-15,78.64071740857446,305,shopper3440@bestdeals.com,UK,Standard,2022-11-01,2023-11-01,7574.964358739728,2022-01-27: Request for more information on a product
34,651,Joseph Brown,Laptop,4,41.80167463020744,2024-10-12,41.41584569580304,305,shopper3440@bestdeals.com,UK,Standard,2022-11-01,2023-11-01,7574.964358739728,2022-01-27: Request for more information on a product
35,664,Linda Jones,Shirt,3,381.511482606841,2024-10-25,40.90933244632895,305,shopper3440@bestdeals.com,UK,Standard,2022-11-01,2023-11-01,7574.964358739728,2022-01-27: Request for more information on a product
36,16,Joseph Smith,Laptop,1,755.946791261282,2023-01-16,94.27779353121497,527,shopper3721@shopworld.com,UK,Premium,2023-06-11,2024-06-10,7928.870766977096,2022-10-21: Feedback about membership benefits
37,131,David Wilson,Bike,3,122.0228470142713,2023-05-11,75.94515513313814,527,shopper3721@shopworld.com,UK,Premium,2023-06-11,2024-06-10,7928.870766977096,2022-10-21: Feedback about membership benefits
38,720,John Gonzalez,Bike,4,499.92510337981975,2024-12-20,17.08648760373559,527,shopper3721@shopworld.com,UK,Premium,2023-06-11,2024-06-10,7928.870766977096,2022-10-21: Feedback about membership benefits
39,17,Sarah Jackson,Shirt,4,111.0860336321236,2023-01-17,75.55859902159347,537,shopper4649@buyeasy.com,UK,Premium,2023-06-21,2024-06-20,4680.494313673143,2022-04-27: Inquiry about delayed delivery; 2022-05-06: Feedback about product availability; 2022-07-25: Feedback for more information on a product
40,18,Richard Lopez,Toy,3,821.7960327832373,2023-01-18,43.36491406072215,339,shopper4986@shopworld.com,USA,Standard,2022-12-05,2023-12-05,9515.400404759306,2022-02-13: Feedback regarding order status
41,294,James Thomas,Bike,1,425.1290449721798,2023-10-21,77.68761372068813,339,shopper4986@shopworld.com,USA,Standard,2022-12-05,2023-12-05,9515.400404759306,2022-02-13: Feedback regarding order status
42,650,Sarah Martin,Shirt,4,368.3003015322138,2024-10-11,7.237237121401779,339,shopper4986@shopworld.com,USA,Standard,2022-12-05,2023-12-05,9515.400404759306,2022-02-13: Feedback regarding order status
43,19,Thomas Johnson,Toy,2,499.92510337981975,2023-01-19,45.26463754648982,96,marketfan187@buyeasy.com,Australia,Standard,2022-04-06,2023-04-06,3160.103159927701,2022-11-16: Inquiry about membership benefits
44,20,Joseph Martin,Book,1,357.5323398511433,2023-01-20,24.86461456411476,561,shopper5126@bestdeals.com,USA,Premium,2023-07-15,2024-07-14,6545.894902152575,2022-05-19: Inquiry regarding order status
45,413,Patricia Gonzalez,Bike,3,604.820080023837,2024-02-17,44.3674450688938,561,shopper5126@bestdeals.com,USA,Premium,2023-07-15,2024-07-14,6545.894902152575,2022-05-19: Inquiry regarding order status
46,569,Patricia Jackson,Shirt,1,368.545888758715,2024-07-22,38.7309398868062,561,shopper5126@bestdeals.com,USA,Premium,2023-07-15,2024-07-14,6545.894902152575,2022-05-19: Inquiry regarding order status
47,21,Karen Anderson,Laptop,1,435.7987099601638,2023-01-21,61.21611205516685,770,shopper2793@shopworld.com,UK,Premium,2024-02-09,2025-02-08,7713.008914668899,2022-10-02: Request about product availability; 2022-09-09: Inquiry regarding order status
48,267,Elizabeth Smith,Bike,4,587.5458810069309,2023-09-24,23.75276218339386,770,shopper2793@shopworld.com,UK,Premium,2024-02-09,2025-02-08,7713.008914668899,2022-10-02: Request about product availability; 2022-09-09: Inquiry regarding order status
49,22,Sarah Rodriguez,Bike,3,228.6468712243146,2023-01-22,10.64618288534473,457,shopper4778@eshop.com,Australia,Standard,2023-04-02,2024-04-01,2776.335704370936,2022-06-15: Complaint about delayed delivery; 2022-08-09: Feedback about membership benefits
50,23,William Johnson,Laptop,3,121.6718323329766,2023-01-23,12.24691185060285,621,marketfan4768@eshop.com,Canada,VIP,2023-09-13,2024-09-12,9006.05152085828,2022-12-09: Feedback about product availability; 2022-11-16: Request about product availability; 2022-06-06: Complaint about payment issues
51,737,Sarah Thomas,Bike,2,914.4183912760489,2025-01-06,52.58307493733751,621,marketfan4768@eshop.com,Canada,VIP,2023-09-13,2024-09-12,9006.05152085828,2022-12-09: Feedback about product availability; 2022-11-16: Request about product availability; 2022-06-06: Complaint about payment issues
52,24,Jessica Miller,Toy,1,962.1217598679901,2023-01-24,11.44448442849124,581,dealhunter7867@eshop.com,Germany,VIP,2023-08-04,2024-08-03,2145.459851637993,2022-02-12: Request about delayed delivery; 2022-01-18: Complaint about delayed delivery; 2022-07-19: Complaint for more information on a product
53,25,Mary Brown,Toy,2,290.2101042040145,2023-01-25,14.17165454523632,516,shopper7049@shopworld.com,Australia,Premium,2023-05-31,2024-05-30,8880.560189260668,2022-11-19: Inquiry about membership benefits
54,268,John Thomas,Laptop,2,77.05152846384846,2023-09-25,81.8650318229238,516,shopper7049@shopworld.com,Australia,Premium,2023-05-31,2024-05-30,8880.560189260668,2022-11-19: Inquiry about membership benefits
55,26,James Johnson,Laptop,2,635.8299295437052,2023-01-26,58.95538977469143,626,marketfan820@bestdeals.com,Canada,VIP,2023-09-18,2024-09-17,8440.92844328481,2022-01-27: Feedback about product availability; 2022-04-28: Request about delayed delivery; 2022-01-27: Complaint about membership benefits
56,178,Linda Anderson,Bike,1,983.431327352137,2023-06-27,65.5914939823808,626,marketfan820@bestdeals.com,Canada,VIP,2023-09-18,2024-09-17,8440.92844328481,2022-01-27: Feedback about product availability; 2022-04-28: Request about delayed delivery; 2022-01-27: Complaint about membership benefits
57,27,John Wilson,Toy,1,875.1821622408729,2023-01-27,32.95339916379902,524,buyer463@eshop.com,Germany,Premium,2023-06-08,2024-06-07,1167.567034053329,2022-03-07: Request about payment issues; 2022-04-07: Feedback about product availability
58,105,James Brown,Toy,3,359.4586946675603,2023-04-15,94.41171557020625,524,buyer463@eshop.com,Germany,Premium,2023-06-08,2024-06-07,1167.567034053329,2022-03-07: Request about payment issues; 2022-04-07: Feedback about product availability
59,191,Karen Moore,Book,3,657.568058521131,2023-07-10,39.69635402438723,524,buyer463@eshop.com,Germany,Premium,2023-06-08,2024-06-07,1167.567034053329,2022-03-07: Request about payment issues; 2022-04-07: Feedback about product availability
60,253,Patricia Davis,Shirt,3,548.7773081355062,2023-09-10,77.20525501136945,524,buyer463@eshop.com,Germany,Premium,2023-06-08,2024-06-07,1167.567034053329,2022-03-07: Request about payment issues; 2022-04-07: Feedback about product availability
61,417,David Taylor,Shirt,4,252.8845491922732,2024-02-21,25.25582303708399,524,buyer463@eshop.com,Germany,Premium,2023-06-08,2024-06-07,1167.567034053329,2022-03-07: Request about payment issues; 2022-04-07: Feedback about product availability
62,28,John Wilson,Shirt,1,422.1188645607974,2023-01-28,89.76360471753206,409,dealhunter4689@shopworld.com,UK,VIP,2023-02-13,2024-02-13,5872.111996071526,2022-05-01: Complaint regarding order status; 2022-03-02: Inquiry for more information on a product
63,59,Patricia Rodriguez,Bike,3,137.2510667721416,2023-02-28,15.9556701346821,409,dealhunter4689@shopworld.com,UK,VIP,2023-02-13,2024-02-13,5872.111996071526,2022-05-01: Complaint regarding order status; 2022-03-02: Inquiry for more information on a product
64,767,Thomas Jackson,Bike,4,600.2126133726837,2025-02-05,86.20534552543688,409,dealhunter4689@shopworld.com,UK,VIP,2023-02-13,2024-02-13,5872.111996071526,2022-05-01: Complaint regarding order status; 2022-03-02: Inquiry for more information on a product
65,935,Karen Wilson,Toy,1,876.3517599912158,2025-07-23,16.48732579132059,409,dealhunter4689@shopworld.com,UK,VIP,2023-02-13,2024-02-13,5872.111996071526,2022-05-01: Complaint regarding order status; 2022-03-02: Inquiry for more information on a product
66,29,Jessica Williams,Bike,3,787.3974402153094,2023-01-29,27.09722908342732,349,marketfan620@eshop.com,UK,Premium,2022-12-15,2023-12-15,9760.125928004321,2022-10-08: Request for more information on a product
67,869,Jessica Moore,Shirt,1,22.21909858283912,2025-05-18,13.66480244095021,349,marketfan620@eshop.com,UK,Premium,2022-12-15,2023-12-15,9760.125928004321,2022-10-08: Request for more information on a product
68,30,John Davis,Shirt,1,962.9933428326316,2023-01-30,59.31686514169787,141,marketfan5355@buyeasy.com,UK,VIP,2022-05-21,2023-05-21,6326.65632043086,2022-06-09: Request regarding order status; 2022-10-02: Inquiry for more information on a product; 2022-07-25: Feedback about delayed delivery
69,245,Richard Wilson,Book,4,585.413321909798,2023-09-02,9.965979305634427,141,marketfan5355@buyeasy.com,UK,VIP,2022-05-21,2023-05-21,6326.65632043086,2022-06-09: Request regarding order status; 2022-10-02: Inquiry for more information on a product; 2022-07-25: Feedback about delayed delivery
70,31,Thomas Smith,Book,3,821.6646023171859,2023-01-31,28.14231849174258,196,shopper7928@buyeasy.com,UK,Standard,2022-07-15,2023-07-15,7289.051141747015,2022-10-03: Feedback about membership benefits; 2022-07-01: Inquiry about product availability; 2022-02-19: Complaint about delayed delivery
71,948,Robert Moore,Laptop,2,324.9156349966735,2025-08-05,61.55864919085054,196,shopper7928@buyeasy.com,UK,Standard,2022-07-15,2023-07-15,7289.051141747015,2022-10-03: Feedback about membership benefits; 2022-07-01: Inquiry about product availability; 2022-02-19: Complaint about delayed delivery
72,32,William Jones,Shirt,4,499.92510337981975,2023-02-01,52.37356598193766,249,marketfan9556@bestdeals.com,Canada,Premium,2022-09-06,2023-09-06,6215.71713184424,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
73,94,Robert Miller,Shirt,4,905.8509505000801,2023-04-04,13.03586615593287,249,marketfan9556@bestdeals.com,Canada,Premium,2022-09-06,2023-09-06,6215.71713184424,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
74,321,Patricia Johnson,Book,2,261.5675789843652,2023-11-17,29.02848775796405,249,marketfan9556@bestdeals.com,Canada,Premium,2022-09-06,2023-09-06,6215.71713184424,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
75,461,Linda Martinez,Laptop,2,930.4334802841867,2024-04-05,47.41773483167876,249,marketfan9556@bestdeals.com,Canada,Premium,2022-09-06,2023-09-06,6215.71713184424,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
76,33,John Rodriguez,Bike,4,349.9929088432938,2023-02-02,90.30279847461233,698,invalid_email,USA,Premium,2023-11-29,2024-11-28,3294.241500488017,2022-11-12: Request about delayed delivery
77,151,Patricia Taylor,Laptop,2,247.7338371796072,2023-05-31,53.99079031000422,698,invalid_email,USA,Premium,2023-11-29,2024-11-28,3294.241500488017,2022-11-12: Request about delayed delivery
78,619,Michael Wilson,Toy,1,415.6175246944177,2024-09-10,15.69875627934627,698,invalid_email,USA,Premium,2023-11-29,2024-11-28,3294.241500488017,2022-11-12: Request about delayed delivery
79,34,Jessica Martinez,Toy,1,174.5350991195898,2023-02-03,7.279565006628152,270,marketfan5945@bestdeals.com,USA,Premium,2022-09-27,2023-09-27,9165.600703917187,2022-10-01: Feedback about membership benefits; 2022-09-10: Feedback for more information on a product; 2022-07-03: Feedback about membership benefits
80,35,David Moore,Book,3,587.0103313332061,2023-02-04,46.9031796191045,528,shopper2706@eshop.com,USA,VIP,2023-06-12,2024-06-11,6928.815289319245,2022-11-01: Complaint regarding order status
81,433,David Wilson,Bike,3,922.2960696449369,2024-03-08,52.41636458674922,528,shopper2706@eshop.com,USA,VIP,2023-06-12,2024-06-11,6928.815289319245,2022-11-01: Complaint regarding order status
82,776,Linda Martinez,Bike,1,952.9925082459622,2025-02-14,42.79724447952989,528,shopper2706@eshop.com,USA,VIP,2023-06-12,2024-06-11,6928.815289319245,2022-11-01: Complaint regarding order status
83,36,David Martin,Shirt,4,671.2869206283572,2023-02-05,87.26635323997837,734,shopper3321@shopworld.com,UK,Standard,2024-01-04,2025-01-03,8299.691331564929,2022-06-04: Inquiry about payment issues; 2022-10-10: Request about delayed delivery; 2022-03-06: Request for more information on a product
84,37,Susan Davis,Shirt,2,163.1434094499009,2023-02-06,67.58463874751669,106,dealhunter6388@buyeasy.com,Germany,Standard,2022-04-16,2023-04-16,1894.217515815982,2022-12-08: Complaint about delayed delivery
85,270,William Lopez,Book,2,206.0890445697885,2023-09-27,76.81570286085072,106,dealhunter6388@buyeasy.com,Germany,Standard,2022-04-16,2023-04-16,1894.217515815982,2022-12-08: Complaint about delayed delivery
86,38,Thomas Lopez,Shirt,3,796.6035065905962,2023-02-07,98.79640549783016,800,marketfan4015@eshop.com,USA,Standard,2024-03-10,2025-03-10,5833.562381562496,2022-10-10: Inquiry about delayed delivery; 2022-04-23: Inquiry regarding order status; 2022-07-24: Request about delayed delivery
87,323,John Moore,Book,1,226.3727989631982,2023-11-19,39.42789965557175,800,marketfan4015@eshop.com,USA,Standard,2024-03-10,2025-03-10,5833.562381562496,2022-10-10: Inquiry about delayed delivery; 2022-04-23: Inquiry regarding order status; 2022-07-24: Request about delayed delivery
88,449,Thomas Hernandez,Toy,2,805.4810089693563,2024-03-24,80.12754634988444,800,marketfan4015@eshop.com,USA,Standard,2024-03-10,2025-03-10,5833.562381562496,2022-10-10: Inquiry about delayed delivery; 2022-04-23: Inquiry regarding order status; 2022-07-24: Request about delayed delivery
89,618,David Wilson,Toy,2,571.6521454100442,2024-09-09,58.43939140926221,800,marketfan4015@eshop.com,USA,Standard,2024-03-10,2025-03-10,5833.562381562496,2022-10-10: Inquiry about delayed delivery; 2022-04-23: Inquiry regarding order status; 2022-07-24: Request about delayed delivery
90,914,Barbara Wilson,Bike,2,578.4357997341076,2025-07-02,70.90112407699421,800,marketfan4015@eshop.com,USA,Standard,2024-03-10,2025-03-10,5833.562381562496,2022-10-10: Inquiry about delayed delivery; 2022-04-23: Inquiry regarding order status; 2022-07-24: Request about delayed delivery
91,39,Sarah Moore,Shirt,4,386.8572979851161,2023-02-08,19.2911621507811,263,buyer7041@eshop.com,UK,Standard,2022-09-20,2023-09-20,9518.38417135056,2022-02-18: Feedback about product availability
92,174,David Jackson,Book,3,694.8490046542015,2023-06-23,50.52488259680739,263,buyer7041@eshop.com,UK,Standard,2022-09-20,2023-09-20,9518.38417135056,2022-02-18: Feedback about product availability
93,450,Thomas Wilson,Toy,1,51.44159211885238,2024-03-25,82.39664513733949,263,buyer7041@eshop.com,UK,Standard,2022-09-20,2023-09-20,9518.38417135056,2022-02-18: Feedback about product availability
94,530,Joseph Smith,Shirt,1,123.7738504385486,2024-06-13,22.6694979213899,263,buyer7041@eshop.com,UK,Standard,2022-09-20,2023-09-20,9518.38417135056,2022-02-18: Feedback about product availability
95,40,Linda Martin,Bike,4,206.0635187369999,2023-02-09,54.62586725844011,72,dealhunter6001@shopworld.com,Canada,Standard,2022-03-13,2023-03-13,7735.068114919103,2022-09-01: Inquiry about delayed delivery; 2022-08-14: Inquiry regarding order status
96,757,William Jackson,Book,1,535.7612678126354,2025-01-26,73.963160476725,72,dealhunter6001@shopworld.com,Canada,Standard,2022-03-13,2023-03-13,7735.068114919103,2022-09-01: Inquiry about delayed delivery; 2022-08-14: Inquiry regarding order status
97,41,Elizabeth Lopez,Toy,3,170.1277185663386,2023-02-10,20.08394179539481,574,shopper4042@shopworld.com,Germany,Premium,2023-07-28,2024-07-27,4430.774195530803,2022-03-06: Feedback about product availability; 2022-06-22: Feedback about delayed delivery; 2022-10-25: Request for more information on a product
98,100,Jessica Martin,Shirt,4,293.0602334635308,2023-04-10,91.86200805469089,574,shopper4042@shopworld.com,Germany,Premium,2023-07-28,2024-07-27,4430.774195530803,2022-03-06: Feedback about product availability; 2022-06-22: Feedback about delayed delivery; 2022-10-25: Request for more information on a product
99,42,James Davis,Toy,3,767.421108772633,2023-02-11,23.56518085235824,190,invalid_email,Canada,VIP,2022-07-09,2023-07-09,5394.136401107434,2022-12-29: Inquiry about delayed delivery
100,43,Robert Rodriguez,Book,2,36.86877710459694,2023-02-12,97.15653240057468,670,marketfan1777@eshop.com,Germany,Standard,2023-11-01,2024-10-31,1592.061438535018,2022-12-05: Request for more information on a product
101,247,David Martinez,Book,3,140.4962021589066,2023-09-04,80.48605382220396,670,marketfan1777@eshop.com,Germany,Standard,2023-11-01,2024-10-31,1592.061438535018,2022-12-05: Request for more information on a product
102,428,James Williams,Bike,2,145.0251528501228,2024-03-03,80.73260755088573,670,marketfan1777@eshop.com,Germany,Standard,2023-11-01,2024-10-31,1592.061438535018,2022-12-05: Request for more information on a product
103,44,Patricia Martinez,Book,3,568.0658148484821,2023-02-13,73.91628810909482,29,shopper672@shopworld.com,Germany,Standard,2022-01-29,2023-01-29,747.8981575686423,2022-12-01: Request for more information on a product
104,45,Jennifer Thomas,Toy,1,20.31645674479656,2023-02-14,70.62659083841112,46,buyer5965@shopworld.com,UK,Premium,2022-02-15,2023-02-15,9744.739740764171,2022-08-19: Feedback about product availability; 2022-07-28: Inquiry for more information on a product; 2022-07-19: Complaint about payment issues
105,444,David Williams,Bike,3,549.429723119853,2024-03-19,97.49270637976534,46,buyer5965@shopworld.com,UK,Premium,2022-02-15,2023-02-15,9744.739740764171,2022-08-19: Feedback about product availability; 2022-07-28: Inquiry for more information on a product; 2022-07-19: Complaint about payment issues
106,46,Jessica Taylor,Shirt,3,363.1337309769408,2023-02-15,70.0866588419149,232,shopper2665@shopworld.com,Australia,Standard,2022-08-20,2023-08-20,7683.596343696358,2022-06-14: Feedback regarding order status
107,47,Patricia Hernandez,Laptop,3,399.8730859174296,2023-02-16,45.03634277184493,798,marketfan6832@buyeasy.com,Australia,Premium,2024-03-08,2025-03-08,9304.817302355155,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
108,440,Patricia Jones,Book,1,740.7633630101005,2024-03-15,7.929950165046932,798,marketfan6832@buyeasy.com,Australia,Premium,2024-03-08,2025-03-08,9304.817302355155,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
109,605,Charles Wilson,Laptop,1,579.4123154572623,2024-08-27,10.48863863148255,798,marketfan6832@buyeasy.com,Australia,Premium,2024-03-08,2025-03-08,9304.817302355155,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
110,609,David Moore,Bike,3,806.3642663173227,2024-08-31,67.24196088175214,798,marketfan6832@buyeasy.com,Australia,Premium,2024-03-08,2025-03-08,9304.817302355155,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
111,718,Mary Brown,Book,1,151.0969450332108,2024-12-18,62.96828680646892,798,marketfan6832@buyeasy.com,Australia,Premium,2024-03-08,2025-03-08,9304.817302355155,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
112,48,Charles Moore,Book,4,311.1977261211912,2023-02-17,32.64616638580705,194,marketfan2720@buyeasy.com,Canada,Premium,2022-07-13,2023-07-13,1272.539456360497,2022-07-12: Inquiry about membership benefits; 2022-07-05: Feedback about payment issues; 2022-08-11: Feedback about product availability
113,518,Michael Gonzalez,Toy,1,462.2864501176369,2024-06-01,53.90950218951135,194,marketfan2720@buyeasy.com,Canada,Premium,2022-07-13,2023-07-13,1272.539456360497,2022-07-12: Inquiry about membership benefits; 2022-07-05: Feedback about payment issues; 2022-08-11: Feedback about product availability
